OBJECTID,statefp,countyfp,tractce,affgeoid,geoid,name,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,SHAPE__Length,SHAPE__Area
69503,53,011,041009,1400000US53011041009,53011041009,410.09,Clark,WA,Washing,"Census Tract 410.09, Clark County, Washington","3,834.00",304.00,"4,775.00",0.79,0.23,0.59,0.20,0.00,0.22,0.80,0.58,1.60,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.37,0.12,0.88,0.05,0.51,0.77,0.00,1.28,0.61,0.13,0.13,0.13,3.88,0.08,0.37,0.37,0.37,0.47,0.53,0.17,0.81,0.63,0.28,0.46,3.36,0.47,0.81,0.26,0.95,0.42,2.44,0.83,0.75,0.00,0.75,0.44,6.92,0.51,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,7.65,0.70,33.04,0.00,0.00,0.00,0.00,0.00,0.00,100.00,50.47,14.83,38.24,100.00,0.00,0.18,19.90,28.66,10.50,2.50,21.90,30.66,4.30,15.30,21.50,18.50,23.30,0.90,7.60,0.00,32.10,10.30,8.40,13.20,10.20,0.51,0.65,0.87,0.43,0.41,"6,414.13","2,443,757.71"
69504,53,011,041010,1400000US53011041010,53011041010,410.10,Clark,WA,Washing,"Census Tract 410.10, Clark County, Washington","4,067.00",341.00,"3,955.00",1.67,0.70,1.47,0.82,0.00,0.23,0.82,0.59,1.64,0.40,0.99,0.57,0.98,0.00,0.00,0.00,2.54,0.92,0.39,0.26,0.28,0.93,0.06,0.78,0.60,0.00,1.38,0.67,0.32,0.32,0.32,6.81,0.66,0.45,0.45,0.45,0.72,0.57,0.57,0.85,0.86,0.78,0.54,4.90,0.79,0.54,0.34,0.68,0.65,2.22,0.68,0.86,0.38,1.24,0.75,8.80,0.80,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,7.72,0.74,33.15,79.69,26.91,59.89,0.00,0.00,0.00,100.00,39.99,12.75,99.74,73.78,0.00,21.85,25.50,42.38,11.50,5.40,24.40,42.24,12.80,17.70,16.40,19.80,15.10,2.80,16.00,0.10,31.70,10.70,7.20,14.70,10.70,0.49,0.74,0.61,0.50,0.58,"8,520.22","3,573,309.93"
69505,53,011,041011,1400000US53011041011,53011041011,410.11,Clark,WA,Washing,"Census Tract 410.11, Clark County, Washington","3,282.00",232.00,"1,903.00",1.23,0.48,1.23,0.68,0.00,0.24,0.90,0.63,1.76,0.45,0.99,0.41,0.99,0.00,0.00,0.00,2.39,0.90,0.39,0.51,0.42,1.32,0.28,0.73,0.67,0.00,1.41,0.68,0.40,0.40,0.40,7.29,0.76,0.49,0.49,0.49,0.38,0.21,0.58,0.57,0.22,0.63,0.17,2.77,0.34,0.50,0.54,0.60,0.57,2.21,0.68,0.59,0.59,1.18,0.72,6.65,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.79,0.90,34.11,94.43,5.13,86.76,0.00,0.00,0.00,100.00,62.78,10.50,92.89,89.32,0.00,33.23,29.30,24.11,4.70,5.50,13.40,18.57,9.30,7.50,15.70,22.60,13.80,1.90,1.70,0.50,28.80,9.80,7.20,12.60,8.80,0.31,0.52,0.61,0.25,0.34,"8,924.57","3,957,275.80"
69506,53,011,041104,1400000US53011041104,53011041104,411.04,Clark,WA,Washing,"Census Tract 411.04, Clark County, Washington","4,031.00",260.00,"1,731.00",1.26,0.50,0.86,0.40,0.00,0.21,0.69,0.61,1.51,0.34,0.00,0.47,0.00,0.63,0.00,0.00,1.11,0.56,0.40,0.26,0.14,0.80,0.03,0.00,0.77,0.00,0.77,0.32,0.23,0.23,0.23,4.41,0.15,0.46,0.46,0.46,0.67,0.69,0.94,0.63,0.68,0.62,0.21,4.44,0.70,0.10,0.75,0.61,0.46,1.91,0.42,0.56,0.77,1.33,0.79,8.15,0.71,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,7.61,0.57,33.61,0.00,10.70,0.00,0.27,0.00,0.00,99.56,39.86,14.58,0.00,100.00,0.00,9.84,26.70,39.22,15.10,13.00,15.30,32.44,9.10,8.50,8.00,25.80,13.90,1.10,1.30,1.80,27.70,11.20,5.30,16.90,9.20,0.25,0.82,0.22,0.31,0.79,"6,202.54","1,914,523.19"
69507,53,011,041105,1400000US53011041105,53011041105,411.05,Clark,WA,Washing,"Census Tract 411.05, Clark County, Washington","5,767.00",391.00,"4,062.00",0.86,0.27,0.86,0.40,0.00,0.22,0.71,0.62,1.56,0.36,0.99,0.82,0.00,0.00,0.00,0.00,1.81,0.81,0.50,0.28,0.36,1.14,0.15,0.69,0.36,0.00,1.05,0.51,0.35,0.35,0.35,5.91,0.46,0.47,0.47,0.47,0.29,0.25,0.86,0.38,0.21,0.50,0.14,2.62,0.31,0.44,0.51,0.24,0.74,1.92,0.43,0.69,0.55,1.24,0.75,6.26,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.67,0.59,33.95,80.74,96.61,0.00,0.00,0.00,0.00,79.55,41.39,11.56,83.03,25.23,0.00,25.58,27.20,19.72,5.30,9.50,9.20,18.24,7.00,6.60,14.70,22.20,8.90,4.30,4.50,0.40,27.90,9.80,6.50,12.90,8.40,0.26,0.52,0.45,0.21,0.37,"9,476.47","4,610,755.84"
69508,53,011,041107,1400000US53011041107,53011041107,411.07,Clark,WA,Washing,"Census Tract 411.07, Clark County, Washington","2,708.00",188.00,"1,537.00",0.64,0.16,0.64,0.23,0.00,0.21,0.67,0.61,1.49,0.33,0.00,0.70,0.00,0.00,0.00,0.00,0.70,0.36,0.51,0.16,0.47,1.13,0.14,0.26,0.77,0.00,1.03,0.50,0.19,0.19,0.19,4.54,0.17,0.32,0.32,0.32,0.28,0.30,0.73,0.39,0.64,0.50,0.32,3.17,0.42,0.67,0.22,0.72,0.52,2.14,0.62,0.53,0.51,1.04,0.68,6.66,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.62,0.55,33.55,0.00,62.33,0.00,0.00,0.00,0.00,78.78,26.62,9.67,0.80,100.00,0.00,5.62,16.40,19.35,6.20,7.00,9.40,31.05,7.00,11.60,18.50,17.70,15.90,1.50,1.00,0.30,29.30,10.00,7.20,12.60,9.10,0.34,0.57,0.61,0.29,0.34,"5,877.30","2,033,095.34"
69509,53,011,041108,1400000US53011041108,53011041108,411.08,Clark,WA,Washing,"Census Tract 411.08, Clark County, Washington","6,364.00",414.00,"10,892.00",1.28,0.51,0.88,0.41,0.00,0.22,0.68,0.62,1.53,0.35,0.00,0.59,0.00,0.00,0.00,0.00,0.59,0.30,0.39,0.09,0.08,0.55,0.00,0.00,0.77,0.00,0.77,0.32,0.40,0.40,0.40,3.83,0.07,0.55,0.55,0.55,0.68,0.55,0.73,0.94,0.97,0.37,0.66,4.90,0.79,0.86,0.28,0.91,0.77,2.81,0.97,0.54,0.00,0.54,0.28,8.81,0.81,0.00,1.00,1.00,0.00,0.00,2.00,0.40,0.00,7.68,0.56,33.97,0.00,31.04,0.00,0.00,0.00,0.00,100.00,15.50,15.50,0.00,100.00,0.00,32.75,34.70,39.97,10.90,7.10,32.30,54.90,5.30,21.50,22.90,18.80,21.20,5.10,1.10,0.00,33.30,10.40,8.90,13.60,10.80,0.58,0.67,0.92,0.51,0.46,"7,816.37","3,197,318.90"
69510,53,011,041110,1400000US53011041110,53011041110,411.10,Clark,WA,Washing,"Census Tract 411.10, Clark County, Washington","7,630.00",600.00,"3,139.00",1.34,0.55,1.14,0.62,0.00,0.24,0.80,0.63,1.67,0.41,0.96,0.66,0.00,0.86,0.00,0.00,2.47,0.91,0.39,0.38,0.50,1.27,0.24,0.41,0.69,0.00,1.11,0.53,0.40,0.40,0.40,6.93,0.69,0.40,0.40,0.40,0.61,0.36,0.71,0.57,0.51,0.48,0.28,3.52,0.51,0.25,0.66,0.68,0.52,2.11,0.59,0.00,0.55,0.55,0.29,6.58,0.46,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,7.77,0.70,34.25,15.25,49.42,0.00,31.82,0.00,0.00,100.00,51.39,9.06,20.28,93.10,0.00,33.23,22.10,35.39,7.20,6.80,13.50,26.54,6.70,10.60,11.30,24.30,15.10,1.50,0.00,0.40,28.20,10.50,6.20,14.40,9.30,0.28,0.70,0.39,0.32,0.55,"8,094.09","3,088,004.44"
69511,53,011,041111,1400000US53011041111,53011041111,411.11,Clark,WA,Washing,"Census Tract 411.11, Clark County, Washington","4,105.00",533.00,"2,359.00",1.61,0.67,1.21,0.67,0.00,0.24,0.70,0.66,1.60,0.38,0.00,0.86,0.00,0.97,0.00,0.00,1.82,0.81,0.39,0.44,0.17,0.99,0.08,0.00,0.77,0.00,0.77,0.32,0.40,0.40,0.40,5.59,0.38,0.73,0.73,0.73,0.81,0.95,0.87,0.89,0.73,0.95,0.25,5.46,0.89,0.02,0.92,0.04,0.94,1.91,0.42,0.00,0.86,0.86,0.53,8.97,0.83,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,7.77,0.58,34.89,0.00,100.00,0.00,93.01,0.00,0.00,100.00,56.05,14.17,0.00,100.00,0.00,33.23,57.30,49.57,34.80,9.90,27.40,34.60,22.90,9.70,3.20,30.60,4.90,17.10,0.00,3.40,24.70,12.20,3.90,20.00,8.80,0.12,0.92,0.05,0.25,0.94,"4,048.34","750,246.18"
69512,53,011,041112,1400000US53011041112,53011041112,411.12,Clark,WA,Washing,"Census Tract 411.12, Clark County, Washington","6,788.00",518.00,"2,845.00",1.37,0.56,1.17,0.64,0.00,0.23,0.69,0.62,1.54,0.36,0.92,0.85,0.00,0.83,0.00,0.00,2.60,0.93,0.39,0.23,0.41,1.03,0.10,0.00,0.70,0.00,0.70,0.28,0.40,0.40,0.40,6.27,0.54,0.56,0.56,0.56,0.35,0.62,0.76,0.68,0.62,0.61,0.55,4.19,0.65,0.28,0.51,0.36,0.77,1.92,0.42,0.55,0.38,0.93,0.60,7.61,0.63,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,7.72,0.57,33.90,0.22,99.90,0.00,21.80,0.00,0.00,100.00,36.58,10.71,0.00,94.05,0.00,33.23,35.40,22.70,12.80,7.50,16.60,30.29,8.90,17.90,12.00,22.20,10.50,5.20,1.20,0.10,29.60,10.70,6.30,14.90,9.00,0.36,0.74,0.41,0.28,0.61,"6,201.74","2,280,680.57"
69513,53,011,041201,1400000US53011041201,53011041201,412.01,Clark,WA,Washing,"Census Tract 412.01, Clark County, Washington","6,433.00",594.00,"3,066.00",0.84,0.26,0.84,0.38,0.00,0.24,0.72,0.65,1.61,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.25,0.58,1.25,0.22,0.72,0.77,0.92,2.41,0.98,0.18,0.18,0.18,5.45,0.35,0.51,0.51,0.51,0.43,0.26,0.30,0.76,0.46,0.57,0.37,3.14,0.42,0.60,0.34,0.33,0.68,1.95,0.45,0.55,0.62,1.17,0.72,6.77,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.81,0.60,34.53,0.00,0.00,0.00,0.00,0.00,0.00,97.29,38.26,8.13,89.61,100.00,11.24,4.81,30.90,26.46,5.50,3.40,19.70,24.93,8.10,12.80,17.40,19.80,10.10,3.20,1.20,0.60,28.70,10.10,6.70,13.10,9.00,0.31,0.60,0.49,0.28,0.40,"9,246.65","4,530,445.55"
69514,53,011,041203,1400000US53011041203,53011041203,412.03,Clark,WA,Washing,"Census Tract 412.03, Clark County, Washington","5,068.00",288.00,"4,277.00",0.93,0.31,0.93,0.46,0.00,0.23,0.69,0.62,1.54,0.36,0.00,0.73,0.00,0.86,0.00,0.00,1.59,0.72,0.39,0.36,0.23,0.97,0.08,0.00,0.77,0.00,0.77,0.32,0.40,0.40,0.40,5.28,0.31,0.38,0.38,0.38,0.67,0.20,0.19,0.74,0.93,0.34,0.30,3.37,0.47,0.39,0.89,0.71,0.80,2.79,0.96,0.52,0.51,1.03,0.68,7.57,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.72,0.57,33.91,0.00,71.39,0.00,34.53,0.00,0.00,100.00,49.65,13.50,0.00,100.00,0.00,33.23,20.70,39.36,4.40,2.60,19.10,48.40,4.90,11.10,13.90,29.30,15.70,6.10,0.90,0.30,28.60,10.30,6.40,13.90,9.30,0.30,0.65,0.43,0.32,0.49,"9,609.81","3,880,987.82"
69515,53,011,041205,1400000US53011041205,53011041205,412.05,Clark,WA,Washing,"Census Tract 412.05, Clark County, Washington","5,183.00",568.00,"6,568.00",1.09,0.40,0.89,0.42,0.00,0.24,0.68,0.64,1.56,0.36,0.00,0.65,0.00,0.77,0.00,0.00,1.41,0.65,0.39,0.16,0.41,0.95,0.07,0.00,0.52,0.00,0.52,0.17,0.40,0.40,0.40,4.85,0.22,0.51,0.51,0.51,0.59,0.32,0.32,0.80,0.77,0.72,0.10,3.63,0.53,0.75,0.25,0.57,0.78,2.35,0.78,0.50,0.86,1.36,0.80,7.84,0.66,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,7.78,0.56,34.30,0.00,46.30,0.00,9.23,0.00,0.00,100.00,27.82,10.83,0.00,55.33,0.00,33.23,30.60,34.72,6.50,3.50,21.60,36.88,11.20,5.50,20.00,18.30,13.40,5.40,0.70,3.40,32.10,10.70,7.40,14.80,10.80,0.51,0.74,0.66,0.51,0.59,"8,165.84","2,478,693.96"
69516,53,011,041206,1400000US53011041206,53011041206,412.06,Clark,WA,Washing,"Census Tract 412.06, Clark County, Washington","5,814.00",434.00,"3,648.00",1.07,0.40,0.87,0.41,0.00,0.23,0.69,0.65,1.58,0.37,0.00,0.55,0.00,0.69,0.00,0.00,1.25,0.60,0.39,0.54,0.35,1.27,0.24,0.00,0.77,0.00,0.77,0.32,0.40,0.40,0.40,5.27,0.31,0.42,0.42,0.42,0.59,0.51,0.27,0.49,0.78,0.40,0.19,3.23,0.44,0.44,0.66,0.70,0.61,2.41,0.82,0.51,0.64,1.15,0.71,7.21,0.56,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,7.74,0.57,34.67,0.00,23.61,0.00,2.66,0.00,0.00,100.00,64.81,11.83,0.00,100.00,0.00,33.16,23.60,34.77,10.00,3.20,11.40,37.23,5.70,7.90,14.70,24.30,15.50,2.30,0.80,0.70,29.10,10.60,6.70,14.30,9.60,0.33,0.72,0.49,0.36,0.54,"7,433.39","3,106,492.28"
69517,53,011,041309,1400000US53011041309,53011041309,413.09,Clark,WA,Washing,"Census Tract 413.09, Clark County, Washington","4,929.00",473.00,"2,482.00",1.01,0.36,1.01,0.52,0.00,0.24,0.79,0.65,1.68,0.42,0.00,0.54,0.00,0.00,0.00,0.00,0.54,0.29,0.39,0.35,0.54,1.27,0.23,0.79,0.77,0.00,1.56,0.78,0.16,0.16,0.16,5.20,0.30,0.45,0.45,0.45,0.38,0.50,0.80,0.69,0.64,0.55,0.36,3.92,0.59,0.77,0.27,0.69,0.78,2.50,0.86,0.46,0.83,1.29,0.77,8.16,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.76,0.69,34.66,0.00,21.22,0.00,0.00,0.00,0.00,100.00,48.07,8.61,100.00,100.00,0.00,2.55,25.70,24.21,9.90,8.20,17.10,30.99,7.80,12.50,20.50,18.60,15.20,5.40,0.50,2.80,30.70,10.10,7.40,12.60,9.50,0.43,0.60,0.66,0.34,0.34,"7,997.32","3,107,298.46"
69518,53,011,041310,1400000US53011041310,53011041310,413.10,Clark,WA,Washing,"Census Tract 413.10, Clark County, Washington","4,906.00",415.00,"2,864.00",1.31,0.53,0.71,0.28,0.00,0.23,0.78,0.64,1.64,0.40,0.00,0.53,0.00,0.00,0.00,0.00,0.53,0.28,0.39,0.08,0.32,0.78,0.03,0.78,0.77,0.00,1.55,0.77,0.16,0.16,0.16,4.66,0.19,0.33,0.33,0.33,0.37,0.07,0.47,0.62,0.45,0.33,0.60,2.90,0.37,0.99,0.16,0.92,0.46,2.53,0.88,0.48,0.71,1.19,0.73,6.95,0.52,1.00,0.00,1.00,0.00,1.00,3.00,0.60,0.00,7.71,0.67,34.37,0.00,18.76,0.00,0.00,0.00,0.00,100.00,12.36,12.25,99.63,100.00,0.00,2.55,17.40,23.73,2.10,4.60,14.90,24.70,4.80,19.40,43.40,16.00,21.70,1.10,0.60,1.20,40.80,9.10,12.10,9.60,12.60,0.88,0.31,0.99,0.70,0.06,"10,630.33","4,115,888.38"
69519,53,011,041312,1400000US53011041312,53011041312,413.12,Clark,WA,Washing,"Census Tract 413.12, Clark County, Washington","4,621.00",409.00,"4,203.00",1.17,0.45,0.97,0.49,0.00,0.20,0.67,0.61,1.49,0.33,0.00,0.86,0.00,0.90,0.00,0.00,1.76,0.78,0.58,0.09,0.34,1.01,0.09,0.00,0.35,0.00,0.35,0.12,0.40,0.40,0.40,5.01,0.26,0.49,0.49,0.49,0.62,0.46,0.40,0.73,0.69,0.38,0.25,3.52,0.51,0.48,0.71,0.70,0.62,2.52,0.87,0.95,0.69,1.64,0.94,8.17,0.72,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,7.54,0.55,33.67,0.00,100.00,0.00,53.54,0.00,0.00,54.22,14.29,12.00,0.00,23.92,0.00,33.23,28.80,35.99,9.00,4.10,18.40,32.82,5.40,9.70,15.40,25.20,15.50,2.40,30.60,1.00,28.50,10.80,6.80,14.60,9.10,0.30,0.76,0.52,0.29,0.57,"7,098.27","2,801,840.69"
69520,53,011,041313,1400000US53011041313,53011041313,413.13,Clark,WA,Washing,"Census Tract 413.13, Clark County, Washington","2,728.00",309.00,"3,725.00",1.32,0.53,0.92,0.45,0.00,0.22,0.70,0.67,1.59,0.38,0.00,0.86,0.00,0.97,0.00,0.00,1.83,0.82,0.39,0.18,0.07,0.63,0.01,0.00,0.77,0.00,0.77,0.32,0.40,0.40,0.40,5.22,0.30,0.59,0.59,0.59,0.69,0.66,0.32,0.87,0.83,0.79,0.28,4.43,0.70,0.12,0.80,0.61,0.48,2.01,0.51,0.52,0.00,0.52,0.28,7.55,0.62,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,7.64,0.58,35.03,0.00,100.00,0.00,97.22,0.00,0.00,100.00,29.80,15.67,0.00,100.00,0.00,33.23,38.00,40.28,14.00,3.50,25.50,39.94,13.10,10.50,8.60,26.90,14.00,1.20,0.90,0.00,24.90,10.90,4.50,16.50,7.40,0.13,0.77,0.11,0.11,0.76,"6,141.94","1,728,820.78"
69521,53,011,041317,1400000US53011041317,53011041317,413.17,Clark,WA,Washing,"Census Tract 413.17, Clark County, Washington","5,564.00",378.00,"5,948.00",1.03,0.37,0.83,0.37,0.00,0.22,0.71,0.63,1.56,0.36,0.00,0.78,0.00,0.84,0.00,0.00,1.62,0.73,0.39,0.17,0.28,0.84,0.04,0.00,0.77,0.00,0.77,0.32,0.40,0.40,0.40,5.19,0.29,0.34,0.34,0.34,0.42,0.56,0.19,0.92,0.85,0.48,0.37,3.78,0.56,0.45,0.15,0.67,0.59,1.86,0.38,0.44,0.62,1.06,0.69,7.05,0.53,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,7.69,0.59,34.01,0.00,85.71,0.00,25.70,0.00,0.00,100.00,28.54,12.78,0.00,100.00,0.00,33.23,18.10,26.20,11.20,2.60,29.60,41.57,6.80,12.80,14.90,15.80,14.90,2.10,0.40,0.60,26.50,10.60,6.00,14.40,8.00,0.19,0.72,0.35,0.16,0.55,"7,887.82","2,946,565.18"
69522,53,011,041318,1400000US53011041318,53011041318,413.18,Clark,WA,Washing,"Census Tract 413.18, Clark County, Washington","5,619.00",490.00,"10,078.00",1.11,0.42,0.91,0.44,0.00,0.22,0.71,0.62,1.55,0.36,0.00,0.86,0.00,0.74,0.00,0.00,1.60,0.72,0.39,0.28,0.37,1.04,0.10,0.00,0.42,0.00,0.42,0.13,0.40,0.40,0.40,5.00,0.25,0.44,0.44,0.44,0.64,0.23,0.64,0.70,0.87,0.63,0.32,4.03,0.62,0.57,0.66,0.77,0.64,2.65,0.92,0.67,0.00,0.67,0.38,7.79,0.66,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,7.64,0.59,33.93,0.00,100.00,0.00,5.99,0.00,0.00,100.00,42.00,11.50,0.00,34.93,0.00,32.97,24.40,37.54,4.90,6.00,17.40,43.34,9.30,11.50,16.90,24.40,16.90,2.60,3.70,0.00,28.00,10.50,6.20,14.30,9.00,0.27,0.70,0.39,0.28,0.54,"9,147.72","3,474,939.08"
69523,53,011,041319,1400000US53011041319,53011041319,413.19,Clark,WA,Washing,"Census Tract 413.19, Clark County, Washington","6,361.00",564.00,"5,251.00",0.53,0.11,0.53,0.16,0.00,0.20,0.63,0.59,1.43,0.31,0.00,0.68,0.00,0.00,0.00,0.00,0.68,0.35,0.39,0.09,0.42,0.89,0.05,0.00,0.00,0.00,0.00,0.00,0.41,0.41,0.41,3.41,0.04,0.49,0.49,0.49,0.40,0.47,0.43,0.30,0.47,0.63,0.08,2.77,0.34,0.57,0.83,0.08,0.80,2.28,0.73,0.64,0.59,1.23,0.74,6.76,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.54,0.51,33.24,0.00,55.29,0.00,0.00,0.00,0.00,100.00,15.29,10.56,0.00,0.00,0.00,34.17,28.50,24.94,9.20,4.30,7.60,25.26,9.20,4.80,16.90,27.50,6.10,6.30,2.70,0.50,27.00,10.00,6.40,12.60,8.60,0.22,0.57,0.43,0.23,0.34,"7,574.43","3,242,764.58"
69524,53,011,041320,1400000US53011041320,53011041320,413.20,Clark,WA,Washing,"Census Tract 413.20, Clark County, Washington","6,117.00",555.00,"3,886.00",0.71,0.19,0.51,0.15,0.00,0.21,0.68,0.61,1.50,0.34,0.00,0.84,0.00,0.00,0.00,0.00,0.84,0.43,0.39,0.26,0.22,0.86,0.04,0.00,0.00,0.00,0.00,0.00,0.28,0.28,0.28,3.47,0.04,0.51,0.51,0.51,0.47,0.53,0.71,0.75,0.71,0.82,0.28,4.27,0.67,0.20,0.55,0.28,0.84,1.86,0.37,0.00,0.00,0.00,0.00,6.64,0.47,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,7.57,0.56,33.62,0.00,98.36,0.00,0.00,0.00,0.00,100.00,39.50,13.58,0.00,0.00,0.00,16.55,30.60,28.64,10.60,6.80,19.20,33.87,14.20,10.40,10.40,22.70,9.40,7.90,0.00,0.00,25.80,10.60,5.40,15.10,8.90,0.16,0.72,0.24,0.27,0.63,"7,208.39","2,216,216.28"
69525,53,011,041321,1400000US53011041321,53011041321,413.21,Clark,WA,Washing,"Census Tract 413.21, Clark County, Washington","2,767.00",341.00,"1,519.00",0.54,0.11,0.34,0.07,0.00,0.19,0.52,0.57,1.29,0.25,0.00,0.77,0.00,0.00,0.00,0.00,0.77,0.39,0.43,0.07,0.44,0.93,0.06,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,3.48,0.04,0.51,0.51,0.51,0.08,0.50,0.17,0.21,0.32,0.17,0.04,1.49,0.11,0.67,0.36,0.43,0.72,2.18,0.65,0.91,0.51,1.42,0.83,5.60,0.30,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,7.44,0.42,32.72,0.00,82.60,0.00,0.00,0.00,0.00,96.94,11.06,10.25,0.00,0.00,0.00,47.77,30.70,9.14,9.80,2.50,6.00,21.37,3.00,3.00,18.50,20.10,11.50,3.90,21.70,0.30,28.70,9.50,7.50,11.20,8.40,0.31,0.43,0.69,0.21,0.19,"9,828.53","4,090,442.40"
69526,53,011,041322,1400000US53011041322,53011041322,413.22,Clark,WA,Washing,"Census Tract 413.22, Clark County, Washington","4,848.00",315.00,"7,559.00",1.11,0.42,0.91,0.44,0.00,0.23,0.75,0.65,1.62,0.39,0.00,0.80,0.00,0.00,0.00,0.00,0.80,0.41,0.39,0.25,0.04,0.67,0.01,0.39,0.67,0.00,1.06,0.51,0.22,0.22,0.22,4.38,0.14,0.53,0.53,0.53,0.64,0.59,0.51,0.92,0.88,0.60,0.57,4.71,0.76,0.34,0.62,0.54,0.69,2.19,0.66,0.57,0.55,1.12,0.70,8.54,0.77,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,7.72,0.63,34.57,0.00,91.89,0.00,0.00,0.00,0.00,100.00,38.33,16.33,17.32,88.01,0.00,9.38,32.30,37.73,11.90,4.90,29.50,44.09,8.60,18.50,13.00,23.80,12.90,3.30,1.40,0.40,28.10,10.70,6.50,14.90,9.50,0.27,0.74,0.45,0.34,0.61,"6,747.64","2,104,275.18"
69527,53,011,041323,1400000US53011041323,53011041323,413.23,Clark,WA,Washing,"Census Tract 413.23, Clark County, Washington","6,002.00",535.00,"4,854.00",0.92,0.30,0.92,0.45,0.00,0.21,0.76,0.63,1.60,0.38,0.00,0.83,0.00,0.00,0.00,0.00,0.83,0.43,0.39,0.19,0.10,0.67,0.01,0.35,0.45,0.00,0.80,0.40,0.18,0.18,0.18,4.09,0.10,0.54,0.54,0.54,0.69,0.66,0.64,0.77,0.89,0.48,0.24,4.35,0.69,0.42,0.47,0.71,0.82,2.42,0.82,0.74,0.83,1.58,0.92,8.89,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.63,0.64,34.15,0.00,98.19,0.00,0.00,0.00,0.00,100.00,30.93,15.08,11.57,40.78,0.00,4.95,33.30,40.26,13.80,6.00,20.00,44.83,6.70,9.40,14.40,21.70,15.60,7.10,7.10,2.80,29.60,10.30,6.70,13.70,9.30,0.36,0.65,0.49,0.32,0.47,"6,168.73","2,078,737.83"
